lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv
,,,,,,,,,,,,,,,,,,L2,8,A,1650,C,g3,r24,g5,t18,0,-2,3,40,2,0,0,0,2,1,1,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,147,-1.5,-6,-13.5,-12,-7.5,-1.68,7,26.72,51.34,26.37,50.99,0,120,29
,,,,,,,,,,,,,,,,,,L2,5,A,1650,C,g4,r29,g2,t8,1,16,-1,3.1,6,0,0,0,0,-2,-5,3,0,4,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,112,-2.25,-2.5,-9,-6.75,-6.5,-1.58,12,25.64,49.35,25.27,48.98,0,119,6.7
,,,,,,,,,,,,,,,,,,L3,5,A,1650,C,g4,r29,g2,t8,1,16,-1,3.1,6,0,0,0,0,1,-1,3,0,4,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,130,-1.5,-0.75,-0.5,1,0.25,1.04,4,24.3,49.02,23.66,48.38,0,119,6.9
,,,,,,,,,,,,,,,,,,L1,5,A,1650,C,g4,r29,g2,t8,1,16,-13,3.1,6,0,0,0,-1,1,6,7,0,4,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,84,-5.5,-5.5,0.5,6,6,1.36,1,22.73,46.75,22.34,46.36,8.9,119,12
,,,,,,,,,,,,,,,,,,L2,9,A,1650,C,a4,r12,g5,t18,0,-15,-3,54,3,0,6,22,1,-1,-1,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,101,-4.75,-5.75,-9.25,-4.5,-3.5,-1.44,7,24.85,48.68,25.2,49.03,0,117,62
,,,,,,,,,,,,,,,,,,L3,9,A,1650,C,a4,r12,g5,t18,0,-15,-5,54,3,0,6,22,0,-1,2,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,119,-5.25,-4,-4.75,0.5,-0.75,0.48,6,23.19,47.28,23.49,47.58,0,117,48
,,,,,,,,,,,,,,,,,,L1,9,A,1650,C,a4,r12,g5,t18,0,-15,1,54,3,0,6,22,0,1,-7,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,77,-1.75,-1.5,-7,-5.25,-5.5,0.12,10,23.36,47.19,23.73,47.56,51,117,105
,,,,,,,,,,,,,,,,,,L2,4,A,1650,C,g2,r16,g5,t18,0,29,0,10,8,0,0,0,0,3,7,11,3,0,23.3,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,dd,112,-9.5,-6,-3,6.5,3,-0.14,2,23.21,46.03,22.96,45.78,0,117,8.5
,,,,,,,,,,,,,,,,,,L1,4,A,1650,C,g2,r16,g5,t18,0,29,-1,10,8,0,0,0,1,0,0,9,3,0,23.3,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,gz,63,-6.25,-6.75,-4.5,1.75,2.25,-0.13,7,23.56,46.29,22.84,45.57,76,117,86
,,,,,,,,,,,,,,,,,,L3,4,A,1650,C,g2,r16,g5,t18,0,29,-1,10,8,0,0,0,-1,0,-1,5,3,0,23.3,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,dd,130,-2,-2.25,-3.75,-1.75,-1.5,0.3,7,24.47,48.57,23.78,47.88,0,117,3.1
,,,,,,,,,,,,,,,,,,L1,4,B,1600,A+3,g2,r16,g5,t20,0,4,1,15,7,1,0,0,0,0,-2,3,10,0,23,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,tc,84,-3,-3.25,-2.75,0.25,0.5,0.98,7,23.14,47.14,23.04,47.04,0,131,10
,,,,,,,,,,,,,,,,,,L3,4,B,1600,A+3,g2,r16,g5,t20,0,4,5,15,7,1,0,0,0,0,0,5,10,0,23,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,ts,147,-3.5,-2.5,-9.25,-5.75,-6.75,-0.53,11,24.86,49.02,24.81,48.97,0,131,3.9
,,,,,,,,,,,,,,,,,,L2,4,B,1600,A+3,g2,r16,g5,t20,0,4,5,15,7,1,0,0,0,1,-1,1,10,0,23,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,tc,112,-0.06,0.75,-1.5,-1.44,-2.25,0.18,4,24.37,48.55,24.12,48.3,0,131,4.8
,,,,,,,,,,,,,,,,,,L1,8,B,1600,A+3,g2,r18,g4,t17,0,-9,0,20,8,1,0,0,0,0,6,11,0,7,0,22.3,0,0,22,FALSE,TRUE,FALSE,FALSE,TRUE,tc,112,-6.25,-5,-4.5,1.75,0.5,0.28,2,23.48,47.46,23.7,47.68,0,129,22
,,,,,,,,,,,,,,,,,,L3,8,B,1600,A+3,g2,r18,g4,t17,0,-9,-4,20,8,1,0,0,1,-1,3,11,0,7,0,22.3,0,0,22,FALSE,TRUE,FALSE,FALSE,TRUE,tc,161,-8.75,-4.75,-9.25,-0.5,-4.5,-1.11,9,24.48,48.15,24.68,48.35,0,129,11
,,,,,,,,,,,,,,,,,,L2,8,B,1600,A+3,g2,r18,g4,t17,0,-9,-2,20,8,1,0,0,-1,0,5,11,0,7,0,22.3,0,0,22,FALSE,TRUE,FALSE,FALSE,TRUE,tc,133,-11.25,-9,-6.5,4.75,2.5,-0.66,3,23.5,46.59,23.7,46.79,0,129,26
,,,,,,,,,,,,,,,,,,L3,4,B,1600,A+3,g1,r13,g2,t9,0,8,6,2.1,1,0,0,0,0,4,0,11,0,0,0,0,22.8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,zc,154,-6.5,-5,-7.25,-0.75,-2.25,-1.89,8,25.72,48.85,25.17,48.3,17.9,128,20
,,,,,,,,,,,,,,,,,,L2,4,B,1600,A+3,g1,r13,g2,t9,0,8,11,2.1,1,0,0,0,0,-2,2,3,0,0,0,0,22.8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,112,-1.75,-2,-3.5,-1.75,-1.5,0.22,4,24.75,48.97,24.27,48.49,125.9,128,128
,,,,,,,,,,,,,,,,,,L1,4,B,1600,A+3,g1,r13,g2,t9,0,8,8,2.1,1,0,0,0,0,1,5,7,0,0,0,0,22.8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,84,-6.25,-5.5,1.5,7.75,7,1.6,1,22.64,46.48,22.44,46.28,0,128,8.7
,,,,,,,,,,,,,,,,,,L1,5,B,1600,A+3,g4,r30,g3,t12,0,-7,0,19,6,0,4,23.5,0,0,0,5,0,0,0,0,22.2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,ts,63,-6.25,-4,-3.75,2.5,0.25,0.59,4,23.22,47.2,23.39,47.37,14,125,33
,,,,,,,,,,,,,,,,,,L2,5,B,1600,A+3,g4,r30,g3,t12,0,-7,-1,19,6,0,4,23.5,-2,0,-6,5,0,0,0,0,22.2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,ts,105,-1.5,-2.5,-7.75,-6.25,-5.25,-0.62,11,24.03,47.54,24.11,47.62,0,125,14
,,,,,,,,,,,,,,,,,,L3,5,B,1600,A+3,g4,r30,g3,t12,0,-7,1,19,6,0,4,23.5,0,0,0,5,0,0,0,0,22.2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,ts,127,-8,-4.75,-0.75,7.25,4,0.29,1,23.15,46.89,23.47,47.21,2,125,21
,,,,,,,,,,,,,,,,,,L2,7,B,1600,A+3,a1,r1,g2,t5,0,-5,1,23,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,81,-3.75,-3.25,-4.5,-0.75,-1.25,0.2,8,23.72,47.66,23.76,47.7,0,125,6.5
,,,,,,,,,,,,,,,,,,L3,7,B,1600,A+3,a1,r1,g2,t5,0,-5,3,23,10,0,0,0,0,3,3,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,221,-7,-4.5,-3.5,3.5,1,0.45,4,22.12,45.59,23.09,46.56,0,125,6.7
,,,,,,,,,,,,,,,,,,L1,7,B,1600,A+3,a1,r1,g2,t5,0,-5,4,23,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,63,-6.25,-4.25,-1.25,5,3,1.07,1,22.93,46.95,23.05,47.07,0,125,43
,,,,,,,,,,,,,,,,,,L2,4,B,1600,A+3,g3,r24,g4,t16,0,-1,-3,16,3,0,0,0,-3,1,-1,3,0,0,0,0,23,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,zc,78,-1.5,-1.75,-3.75,-2.25,-2,-0.36,9,23.22,46.13,23.2,46.11,8,122,24
,,,,,,,,,,,,,,,,,,L1,4,B,1600,A+3,g3,r24,g4,t16,0,-1,0,16,3,0,0,0,0,1,1,11,0,0,0,0,23,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,70,-10.5,-6.75,-9.5,1,-2.75,-0.75,5,23.95,47.17,23.97,47.19,0,122,13
,,,,,,,,,,,,,,,,,,L3,4,B,1600,A+3,g3,r24,g4,t16,0,-1,-3,16,3,0,0,0,2,1,1,7,0,0,0,0,23,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tz,127,-5.75,-5.25,-2.25,3.5,3,-0.75,5,22.75,44.9,22.83,44.98,38,122,54
,,,,,,,,,,,,,,,,,,L1,4,B,1600,A+3,a3,r5,g2,t8,0,9,3,287,9,0,0,0,0,-1,2,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,67,-6,-6,-5,1,1,0.85,5,23.65,47.85,23.42,47.62,-188,122,99
,,,,,,,,,,,,,,,,,,L2,4,B,1600,A+3,a3,r5,g2,t8,0,9,5,287,9,0,0,0,-3,-3,-2,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,84,-6.5,-7.25,-11.75,-5.25,-4.5,0.24,14,23.77,47.85,23.96,48.04,-152,122,135
,,,,,,,,,,,,,,,,,,L3,4,B,1600,A+3,a3,r5,g2,t8,0,9,7,287,9,0,0,0,-1,-3,4,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,98,-7.75,-7.75,-10.25,-2.5,-2.5,-0.92,8,24.64,48.29,24.74,48.39,-147,122,140
,,,,,,,,,,,,,,,,,,L2,6,B,1600,A+3,g1,r15,g1,t2,0,15,3,3.2,4,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,175,-0.5,0.25,-0.06,0.44,-0.31,0.87,6,22.72,46.46,22.94,46.68,0,120,8.2
,,,,,,,,,,,,,,,,,,L1,6,B,1600,A+3,g1,r15,g1,t2,0,15,2,3.2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,63,-1.75,-1.25,-2,-0.25,-0.75,0.68,7,24,48.26,23.63,47.89,9.8,120,13
,,,,,,,,,,,,,,,,,,L3,6,B,1600,A+3,g1,r15,g1,t2,0,15,2,3.2,4,0,0,0,2,1,7,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,196,-6.25,-6,-4.75,1.5,1.25,0.51,2,23.05,46.44,22.93,46.32,77.8,120,81
,,,,,,,,,,,,,,,,,,L2,5,B,1600,A+3,g2,r17,g3,t10,0,15,3,13,5,1,13,21.6,0,-1,5,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,119,-3,-4.25,-0.5,2.5,3.75,0.36,2,23.4,46.39,22.7,45.69,0,119,11
,,,,,,,,,,,,,,,,,,L3,5,B,1600,A+3,g2,r17,g3,t10,1,15,-11,13,5,1,13,21.6,1,0,4,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,147,-2.25,-1.75,0.5,2.75,2.25,0.73,3,22.97,46.6,22.63,46.26,0,119,9
,,,,,,,,,,,,,,,,,,L1,5,B,1600,A+3,g2,r17,g3,t10,0,15,1,13,5,1,13,21.6,-1,1,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,84,-4.75,-4.25,-2.25,2.5,2,1.08,4,23.2,47.08,22.82,46.7,0,119,15
,,,,,,,,,,,,,,,,,,L3,5,B,1600,A+3,g1,r14,g3,t13,0,-11,1,10,2,1,6,23.5,0,0,0,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,116,-7,-7.75,-6,1,1.75,0.55,5,23.32,47.17,23.32,47.17,27,118,37
,,,,,,,,,,,,,,,,,,L1,5,B,1600,A+3,g1,r14,g3,t13,0,-11,2,10,2,1,6,23.5,3,1,1,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,70,-8.5,-4.75,-7.5,1,-2.75,-0.76,6,23.76,46.98,24.03,47.25,0,118,16
,,,,,,,,,,,,,,,,,,L2,5,B,1600,A+3,g1,r14,g3,t13,0,-11,3,10,2,1,6,23.5,0,5,5,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,98,-6.75,-3.5,-0.5,6.25,3,-0.33,1,24.38,48.13,24.15,47.9,0,118,9.8
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g2,r17,g5,t20,-1,-8,17,27,11,1,0,0,2,-1,-1,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,199,-3,-2.5,-2,1,0.5,-0.77,6,22.92,45.32,23.59,45.99,65,133,92
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g2,r17,g5,t20,-1,-8,22,27,11,1,0,0,-1,-1,-3,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,164,-5.25,-4,-9.5,-4.25,-5.5,-1.41,14,25.04,48.57,25.49,49.02,164,133,191
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g2,r17,g5,t20,0,-8,0,27,11,1,0,0,1,0,4,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,98,-4.5,-5,-1.75,2.75,3.25,0.59,2,23.44,47.67,23.64,47.87,0,133,20
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,a3,r6,g5,t21,0,-8,0,36,7,1,13,22.8,0,1,1,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,98,-8,-4.75,-4.5,3.5,0.25,0.11,6,23.88,47.99,24,48.11,0,124,22
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,a3,r6,g5,t21,0,-8,-4,36,7,1,13,22.8,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,70,-6.25,-4,-5,1.25,-1,-0.23,7,23.67,47.41,23.87,47.61,0,124,54
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,a3,r6,g5,t21,0,-8,6,36,7,1,13,22.8,0,2,3,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,119,-5.75,-4,0.12,5.87,4.12,0.84,4,23.41,47.83,23.73,48.15,0,124,21
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,a1,r1,g2,t5,0,-7,5,4.7,9,1,0,0,-1,0,3,5,0,4,0,23.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,77,-2.5,-3,-0.01,2.49,2.99,1.14,3,23.69,48.25,23.54,48.1,0,126,6
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,a1,r1,g2,t5,0,-7,1,4.7,9,1,0,0,-1,1,3,5,0,4,0,23.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,56,-4.5,-3.75,-1,3.5,2.75,0.55,4,23.77,48.24,23.94,48.41,0,126,3.9
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,a1,r1,g2,t5,0,-7,1,4.7,9,1,0,0,0,1,6,9,0,4,0,23.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,98,-9,-5.5,-2.25,6.75,3.25,0.55,1,23.62,47.69,23.54,47.61,0,126,9.9
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,g1,r14,g5,t21,0,-11,-2,17,8,0,0,0,1,1,4,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,56,-8.75,-6.25,-3,5.75,3.25,0.35,3,23.52,47.71,23.79,47.98,19,125,36
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,g1,r14,g5,t21,0,-11,-2,17,8,0,0,0,3,0,-2,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,77,-1.75,-2,-0.75,1,1.25,0.8,5,23.67,48.19,23.67,48.19,0,125,17
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,g1,r14,g5,t21,0,-11,-5,17,8,0,0,0,1,0,2,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,98,-5,-5.5,-3,2,2.5,0.45,3,23.53,47.76,23.66,47.89,0,125,8.6
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g1,r15,g1,t2,0,3,-2,4.7,3,1,0,0,0,0,0,5,0,10,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,91,-5.5,-5.5,-6,-0.5,-0.5,-0.11,11,24.27,48.33,24.12,48.18,5.3,125,10
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g1,r15,g1,t2,0,3,-1,4.7,3,1,0,0,1,0,-1,5,0,10,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,zc,66,-4.5,-2.25,-7,-2.5,-4.75,-0.8,10,24.31,47.77,24.24,47.7,33.3,125,38
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g1,r15,g1,t2,0,3,-3,4.7,3,1,0,0,1,4,3,9,0,10,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,80,-3,-3.25,-4,-1,-0.75,0.16,5,24.36,48.63,24.04,48.31,48.3,125,53
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g1,r13,g2,t9,0,29,-3,5.5,1,1,9,22.2,1,1,3,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,179,-5,-2.75,-1.5,3.5,1.25,-0.8,5,24.09,47.13,23.77,46.81,31.5,123,37
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g1,r13,g2,t9,0,29,-5,5.5,1,1,9,22.2,-1,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,154,-6.25,-3.5,-1.5,4.75,2,0.04,5,24.66,48.84,24.02,48.2,0,123,2.7
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g1,r13,g2,t9,0,29,-3,5.5,1,1,9,22.2,6,-2,-6,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,140,-3.75,-3,-9.75,-6,-6.75,-1.58,12,25.82,49.41,25.1,48.69,0,123,6.7
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,g2,r16,g5,t18,0,28,5,17,5,0,0,0,-1,0,7,9,0,12,0,23,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,154,-9.25,-6.25,-0.25,9,6,0.61,1,24.08,48.22,23.65,47.79,8,123,25
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,g2,r16,g5,t18,0,28,1,17,5,0,0,0,0,0,5,9,0,12,0,23,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,119,-9.5,-7.5,-2.75,6.75,4.75,0.92,3,24.18,48.56,23.48,47.86,0,123,12
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,g2,r16,g5,t18,0,28,5,17,5,0,0,0,-1,2,3,5,0,12,0,23,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,140,-4,-2.5,0.12,4.12,2.62,-0.21,3,24.45,47.92,23.8,47.27,0,123,4.2
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,a2,r7,g5,t19,0,21,-6,74,12,0,0,0,0,1,3,11,0,9,0,22.7,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,98,-9.5,-5.75,-4.5,5,1.25,0.19,3,24.19,48.22,23.69,47.72,0,122,39
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,a2,r7,g5,t19,0,21,-8,74,12,0,0,0,0,-1,0,11,0,9,0,22.7,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,133,-5,-5.25,-6.75,-1.75,-1.5,0.29,6,24.52,48.66,23.65,47.79,0,122,35
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,a2,r7,g5,t19,0,21,-2,74,12,0,0,0,0,1,0,9,0,9,0,22.7,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,63,-6.5,-5.75,-5.25,1.25,0.5,0.68,6,23.87,47.95,23.35,47.43,0,122,43
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,g2,r18,g1,t1,0,8,-7,4.4,2,1,0,0,2,6,6,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,108,-7,-4.25,-1.25,5.75,3,-0.77,2,23.02,45.25,22.83,45.06,17.6,121,22
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,g2,r18,g1,t1,0,8,-10,4.4,2,1,0,0,0,4,4,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gz,133,-7.5,-5.5,-5,2.5,0.5,-0.31,3,22.74,45.29,22.61,45.16,7.6,121,12
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,g2,r18,g1,t1,0,8,-6,4.4,2,1,0,0,1,5,5,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,94,-6.25,-7,-4,2.25,3,-1.15,1,23.98,46.31,23.33,45.66,0,121,7.1
,,,,,,,,,,,,,,,,,,L1,4,A,1650,B,a2,r4,g4,t16,0,-24,-2,18,4,1,0,0,0,0,3,11,6,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,tc,98,-10,-7.5,-6.5,3.5,1,0.34,4,23.24,47.47,23.84,48.07,13,120,31
,,,,,,,,,,,,,,,,,,L3,4,A,1650,B,a2,r4,g4,t16,0,-24,-12,18,4,1,0,0,-1,-2,-9,3,6,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,zc,157,-2,-3.5,-21.75,-19.75,-18.25,-2.44,14,26.44,50.99,26.69,51.24,179,120,197
,,,,,,,,,,,,,,,,,,L2,4,A,1650,B,a2,r4,g4,t16,0,-24,-9,18,4,1,0,0,0,3,3,11,6,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,gz,112,-7.25,-6,-4,3.25,2,0.35,5,22.1,45.27,22.6,45.77,165,120,183
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,a4,r11,g3,t13,0,-13,-3,54,10,1,0,0,0,0,0,5,0,0,0,0,23.2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,ts,70,-0.25,-1.25,-18.25,-18,-17,-2.25,13,26.15,50.45,26.48,50.78,0,115,52
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,a4,r11,g3,t13,0,-13,1,54,10,1,0,0,0,-8,-8,3,0,0,0,0,23.2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tz,94,-1.75,-2.75,-15.25,-13.5,-12.5,-1.96,12,24.73,47.62,24.87,47.76,0,115,6.6
