lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,a4,r11,g3,t13,0,-13,-3,54,10,1,0,0,0,1,0,9,0,0,0,0,23.2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,126,-5,-5.25,-5,0,0.25,-0.48,7,24.17,48.38,24.62,48.83,0,115,38
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g4,r29,g4,t15,0,-1,-2,8.3,6,0,0,0,0,0,0,11,0,4,0,22.7,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,112,-10.25,-11.25,-9.25,1,2,0.65,3,23.17,47.06,23.19,47.08,17.7,116,26
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g4,r29,g4,t15,0,-1,-6,8.3,6,0,0,0,0,-1,-7,3,0,4,0,22.7,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,245,-2.25,-2.25,-9.75,-7.5,-7.5,-0.16,12,24.82,49.53,24.72,49.43,18.7,116,27
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g4,r29,g4,t15,0,-1,-2,8.3,6,0,0,0,-2,0,-2,3,0,4,0,22.7,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,147,-1.25,-1.5,-1.5,-0.25,0,1.28,6,23.73,48.79,23.73,48.79,14.7,116,23
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g1,r13,g2,t5,0,-8,9,3.7,3,1,0,0,0,1,1,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,77,-2,-1.25,1.5,3.5,2.75,1.49,3,23.01,47.21,22.93,47.13,0,133,3.6
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g1,r13,g2,t5,0,-8,3,3.7,3,1,0,0,-2,0,4,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,56,-2.75,-3.25,-0.25,2.5,3,0.97,1,22.47,46.03,22.66,46.22,0,133,2.8
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g1,r13,g2,t5,0,-8,12,3.7,3,1,0,0,-1,0,3,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,91,-1.75,-1.75,-0.75,1,1,0.33,5,23.89,47.46,23.54,47.11,0,133,8.1
,,,,,,,,,,,,,,,,,,L1,4,A,1650,B,a1,r1,g2,t9,0,12,2,8.5,1,0,0,0,0,-1,-3,5,4,0,22.7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,zc,80,-5.25,-1.75,-2.75,2.5,-1,-0.34,8,23.47,46.25,23.17,45.95,0,128,9.8
,,,,,,,,,,,,,,,,,,L3,4,A,1650,B,a1,r1,g2,t9,0,12,4,8.5,1,0,0,0,5,-1,-3,5,4,0,22.7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,tc,147,-1.75,-1.25,-1.75,0,-0.5,0.12,8,24.25,47.77,23.5,47.02,11.5,128,20
,,,,,,,,,,,,,,,,,,L2,4,A,1650,B,a1,r1,g2,t9,0,12,5,8.5,1,0,0,0,0,0,1,1,4,0,22.7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,tc,126,-1.5,-1.25,0.06,1.56,1.31,0.85,8,24.4,48.68,23.55,47.83,0,128,5.5
,,,,,,,,,,,,,,,,,,L1,5,A,1650,B,g3,r24,g5,t18,0,0,0,22,8,0,0,0,0,0,6,11,0,6,0,22.2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,91,-7.5,-5.25,-4,3.5,1.25,0.01,4,23.2,46.41,23.2,46.41,0,127,14
,,,,,,,,,,,,,,,,,,L3,5,A,1650,B,g3,r24,g5,t18,0,0,3,22,8,0,0,0,0,0,4,11,0,6,0,22.2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,133,-7,-7.75,-3,4,4.75,1.4,2,23.38,47.81,23.1,47.53,0,127,11
,,,,,,,,,,,,,,,,,,L2,5,A,1650,B,g3,r24,g5,t18,0,0,3,22,8,0,0,0,-2,1,6,7,0,6,0,22.2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,119,-4.5,-4.25,0.5,5,4.75,1.35,3,23.85,48.55,23.42,48.12,0,127,5.6
,,,,,,,,,,,,,,,,,,L3,5,A,1650,B,g1,r14,g1,t1,0,18,8,5.6,5,1,0,0,2,6,6,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,101,-4,-3.75,-0.5,3.5,3.25,-0.03,1,22.93,45.31,22.61,44.99,0,125,3.6
,,,,,,,,,,,,,,,,,,L2,5,A,1650,B,g1,r14,g1,t1,0,18,7,5.6,5,1,0,0,-1,0,2,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,80,-3.75,-1.25,2,5.75,3.25,0.19,5,23.15,46.09,22.92,45.86,0,125,3.7
,,,,,,,,,,,,,,,,,,L1,5,A,1650,B,g1,r14,g1,t1,0,18,0,5.6,5,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,59,-1.25,-0.75,-1,0.25,-0.25,1.35,12,22.65,46.2,22.2,45.75,0,125,3.7
,,,,,,,,,,,,,,,,,,L2,7,A,1650,B,a4,r10,g3,t12,0,22,-8,26,6,0,0,0,0,0,6,9,0,4,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,98,-7.75,-5.25,-1,6.75,4.25,0.31,1,23.65,47.49,23.33,47.17,0,120,32
,,,,,,,,,,,,,,,,,,L3,7,A,1650,B,a4,r10,g3,t12,0,22,-10,26,6,0,0,0,0,0,6,11,0,4,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,224,-7,-5.5,-3,4,2.5,0.19,2,23.25,46.99,23.3,47.04,0,120,24
,,,,,,,,,,,,,,,,,,L1,7,A,1650,B,a4,r10,g3,t12,0,22,-3,26,6,0,0,0,0,0,5,9,0,4,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,74,-8,-8.75,-6.5,1.5,2.25,0.71,3,23.19,46.62,22.65,46.08,0,120,22
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g2,r18,g4,t15,0,-15,1,42,9,0,0,0,-1,0,1,9,0,1,0,22.6,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,77,-7.75,-5.25,-6.25,1.5,-1,0.86,7,22.59,46.51,23.08,47,0,123,23
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g2,r18,g4,t15,0,-15,7,42,9,0,0,0,1,0,4,5,0,1,0,22.6,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,98,-3.75,-2.75,0.06,3.81,2.81,0.3,3,23.71,47.79,23.95,48.03,0,123,53
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g2,r18,g4,t15,0,-15,-1,42,9,0,0,0,0,0,0,5,0,1,0,22.6,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,63,-1.5,-2.25,-7.5,-6,-5.25,0.88,9,24.16,49.6,24.54,49.98,0,123,31
,,,,,,,,,,,,,,,,,,L3,5,A,1650,B,g4,r29,g2,t7,0,18,-5,17,12,1,0,0,0,1,3,11,4,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,zc,101,-5.5,-5.75,-3.5,2,2.25,0.48,4,22.47,45.49,22.42,45.44,4,123,21
,,,,,,,,,,,,,,,,,,L1,5,A,1650,B,g4,r29,g2,t7,0,18,-4,17,12,1,0,0,0,0,0,5,4,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,ss,63,-8,-1.75,-4.5,3.5,-2.75,0.16,7,24.51,48.83,24.06,48.38,0,123,7.1
,,,,,,,,,,,,,,,,,,L2,5,A,1650,B,g4,r29,g2,t7,0,18,-3,17,12,1,0,0,0,0,5,7,4,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,tc,77,-6,-4.5,-3.25,2.75,1.25,1.36,4,22.84,46.92,22.65,46.73,0,123,12
,,,,,,,,,,,,,,,,,,L2,3,A,1650,B,g4,r30,g5,t20,0,0,0,182,7,1,0,0,0,0,0,5,7,0,23.1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
,,,,,,,,,,,,,,,,,,L1,3,A,1650,B,g4,r30,g5,t20,0,0,0,182,7,1,0,0,0,0,0,5,7,0,23.1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
,,,,,,,,,,,,,,,,,,L3,3,A,1650,B,g4,r30,g5,t20,0,0,0,182,7,1,0,0,0,0,0,5,7,0,23.1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
,,,,,,,,,,,,,,,,,,L1,5,A,1650,B,g2,r16,g2,t8,0,14,-1,13,11,0,0,0,1,0,0,5,0,4,0,23.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,56,-2.5,-3.25,-2.5,0,0.75,0.65,8,23.27,46.87,22.93,46.53,0,118,8.4
,,,,,,,,,,,,,,,,,,L3,5,A,1650,B,g2,r16,g2,t8,0,14,-2,13,11,0,0,0,-1,-2,3,7,0,4,0,23.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,98,-4,-4.25,-1.5,2.5,2.75,0.49,4,24.09,48.37,23.74,48.02,0,118,4.2
,,,,,,,,,,,,,,,,,,L2,5,A,1650,B,g2,r16,g2,t8,0,14,-3,13,11,0,0,0,1,0,6,11,0,4,0,23.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,77,-8.75,-5.75,-4.25,4.5,1.5,1.18,2,22.93,46.77,22.59,46.43,0,118,10
,,,,,,,,,,,,,,,,,,L1,6,A,1650,B,g1,r15,g1,t2,0,4,-1,2.4,2,1,0,0,0,0,0,5,0,6,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,63,-4.5,-2.5,-1,3.5,1.5,1.5,1,23.57,48.57,23.48,48.48,0,117,5.5
,,,,,,,,,,,,,,,,,,L3,6,A,1650,B,g1,r15,g1,t2,1,4,-6,2.4,2,1,0,0,0,0,0,1,0,6,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,112,1,1.25,1.25,-0.25,0,0.16,9,23.77,47.5,23.42,47.15,0,117,2.5
,,,,,,,,,,,,,,,,,,L2,6,A,1650,B,g1,r15,g1,t2,1,4,-13,2.4,2,1,0,0,0,0,0,1,0,6,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,98,1,1.25,1.25,-0.25,0,-0.03,9,23.98,48.13,23.86,48.01,0,117,5.5
,,,,,,,,,,,,,,,,,,L2,4,A,1650,B,a4,r12,g5,t20,0,18,-10,267,4,0,13,22.9,0,0,-5,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,77,-6,-4.25,-10.75,-4.75,-6.5,0.08,12,23.89,47.93,23.71,47.75,-142,113,125
,,,,,,,,,,,,,,,,,,L3,4,A,1650,B,a4,r12,g5,t20,0,18,-12,267,4,0,13,22.9,0,-1,-5,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,105,-5.75,-5.5,-21.75,-16,-16.25,-2.71,14,26,49.34,25.75,49.09,-54,113,213
,,,,,,,,,,,,,,,,,,L1,4,A,1650,B,a4,r12,g5,t20,0,18,-9,267,4,0,13,22.9,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,63,-6.75,-4.25,-9.25,-2.5,-5,0.4,8,24.74,49.66,24.3,49.22,-107,113,160
,,,,,,,,,,,,,,,,,,L2,5,B,1600,A,g1,r14,g3,t10,0,2,1,7.2,6,0,0,0,0,0,-3,1,0,6,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,zc,98,0.75,0.75,-0.5,-1.25,-1.25,-0.81,9,24.14,47.45,24.14,47.45,8.8,133,16
,,,,,,,,,,,,,,,,,,L3,5,B,1600,A,g1,r14,g3,t10,-1,2,19,7.2,6,0,0,0,1,-5,-5,5,0,6,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,gz,130,-1.25,-3.25,-9.5,-8.25,-6.25,-2.53,10,25.97,48.66,25.69,48.38,0,133,8.8
,,,,,,,,,,,,,,,,,,L1,5,B,1600,A,g1,r14,g3,t10,0,2,1,7.2,6,0,0,0,-1,-4,-7,3,0,6,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,zc,84,-1.75,-4,-24.5,-22.75,-20.5,-3.08,14,26.88,50.61,26.83,50.56,0,133,8.7
,,,,,,,,,,,,,,,,,,L3,6,B,1600,A,g4,r30,g5,t21,0,6,0,15,5,1,8,23.6,2,0,8,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,112,-4.75,-4.5,-0.75,4,3.75,-0.38,1,23.39,46.28,23.27,46.16,0,130,11
,,,,,,,,,,,,,,,,,,L1,6,B,1600,A,g4,r30,g5,t21,0,6,-2,15,5,1,8,23.6,-1,-2,4,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,63,-6,-7.5,-7.5,-1.5,0,0.31,8,23.84,47.89,23.69,47.74,0,130,5.4
,,,,,,,,,,,,,,,,,,L2,6,B,1600,A,g4,r30,g5,t21,0,6,4,15,5,1,8,23.6,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,91,-5.25,-4,-6.75,-1.5,-2.75,-0.45,10,25,49.23,24.78,49.01,22,130,37
,,,,,,,,,,,,,,,,,,L1,6,B,1600,A,g3,r24,g4,t16,0,-6,3,6,12,0,0,0,3,-1,3,7,0,5,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,63,-6.75,-3.75,-0.12,6.63,3.63,0.15,2,23.11,46.44,23.25,46.58,0,129,7
,,,,,,,,,,,,,,,,,,L2,6,B,1600,A,g3,r24,g4,t16,0,-6,2,6,12,0,0,0,0,0,0,5,0,5,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,91,-6.5,-4.25,-3.5,3,0.75,-0.06,2,24.33,48.4,24.18,48.25,0,129,7.5
,,,,,,,,,,,,,,,,,,L3,6,B,1600,A,g3,r24,g4,t16,0,-6,0,6,12,0,0,0,0,0,0,5,0,5,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,gs,130,-9.5,-6.25,-5.5,4,0.75,-0.09,2,24.03,47.82,23.88,47.67,4,129,10
,,,,,,,,,,,,,,,,,,L1,4,B,1600,A,a4,r11,g3,t12,-1,28,15,126,10,0,0,0,-3,-1,0,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,137,-5.75,-6,-6.75,-1,-0.75,-0.43,8,25.25,49,24.55,48.3,-26,126,100
,,,,,,,,,,,,,,,,,,L3,4,B,1600,A,a4,r11,g3,t12,-1,28,8,126,10,0,0,0,-1,1,1,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gz,207,-7.25,-11,-9.5,-2.25,1.5,0.44,6,22.41,45.43,22.78,45.8,266,126,392
,,,,,,,,,,,,,,,,,,L2,4,B,1600,A,a4,r11,g3,t12,-1,28,10,126,10,0,0,0,0,1,0,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,179,-8.5,-5.25,-7.5,1,-2.25,0.09,8,24.17,48.31,24.3,48.44,-3,126,123
,,,,,,,,,,,,,,,,,,L1,6,B,1600,A,g1,r15,g1,t2,0,-22,0,2.6,3,1,0,0,1,-1,9,11,0,8,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,zc,67,-8.75,-6.25,-3.25,5.5,3,-0.38,1,22.89,45.95,23.44,46.5,7.4,128,10
,,,,,,,,,,,,,,,,,,L3,6,B,1600,A,g1,r15,g1,t2,0,-22,-4,2.6,3,1,0,0,0,1,3,11,0,8,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,120,-9.25,-4.25,-5.5,3.75,-1.25,0.2,5,23.05,46.9,23.55,47.4,0,128,6.6
,,,,,,,,,,,,,,,,,,L2,6,B,1600,A,g1,r15,g1,t2,0,-22,-2,2.6,3,1,0,0,0,0,0,5,0,8,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,91,-6.25,-4,-4.75,1.5,-0.75,-0.31,5,24.16,48.23,24.33,48.4,21.4,128,24
,,,,,,,,,,,,,,,,,,L1,8,B,1600,A,a4,r12,g5,t22,0,-17,2,19,9,1,0,0,0,0,1,11,0,11,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,zc,56,-8.75,-7.25,-6.75,2,0.5,-0.42,4,23.18,46.31,23.6,46.73,32,127,51
,,,,,,,,,,,,,,,,,,L2,8,B,1600,A,a4,r12,g5,t22,0,-17,-1,19,9,1,0,0,0,0,0,5,0,11,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,91,-4.5,-4.75,-6,-1.5,-1.25,0.02,6,24.28,48.75,24.43,48.9,0,127,19
,,,,,,,,,,,,,,,,,,L3,8,B,1600,A,a4,r12,g5,t22,0,-17,-4,19,9,1,0,0,0,0,4,9,0,11,0,22.5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,112,-3.25,-4.75,-3.75,-0.5,1,-0.51,5,23.53,46.7,23.58,46.75,0,127,11
,,,,,,,,,,,,,,,,,,L1,6,B,1600,A,a1,r1,g5,t21,0,-6,-2,36,7,0,0,0,-2,5,-1,7,0,0,0,0,22.9,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,ts,63,-4.75,-6,-8.5,-3.75,-2.5,-0.15,10,23.96,47.97,24.11,48.12,0,126,27
,,,,,,,,,,,,,,,,,,L2,6,B,1600,A,a1,r1,g5,t21,0,-6,-3,36,7,0,0,0,0,2,4,11,0,0,0,0,22.9,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,gs,88,-6,-3.75,-2.5,3.5,1.25,0.31,2,23.82,48.25,24.05,48.48,0,126,85
,,,,,,,,,,,,,,,,,,L3,6,B,1600,A,a1,r1,g5,t21,-1,-6,15,36,7,0,0,0,1,-2,-3,7,0,0,0,0,22.9,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,gs,235,-5,-4.75,-7.25,-2.25,-2.5,0.17,10,24.1,48.3,24.4,48.6,217,126,253
,,,,,,,,,,,,,,,,,,L3,5,B,1600,A,a2,r7,g3,t11,0,-14,8,7.7,11,0,0,0,0,0,0,5,0,9,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ts,91,-3.25,-2.5,-0.06,3.19,2.44,0.45,1,24.26,48.57,24.06,48.37,0,124,9.6
,,,,,,,,,,,,,,,,,,L1,5,B,1600,A,a2,r7,g3,t11,0,-14,3,7.7,11,0,0,0,0,0,0,5,0,9,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,gs,53,-4.5,-3,-4,0.5,-1,1,5,23.68,48.63,24.02,48.97,0,124,3.9
,,,,,,,,,,,,,,,,,,L2,5,B,1600,A,a2,r7,g3,t11,0,-14,3,7.7,11,0,0,0,4,1,-1,3,0,9,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,71,-0.5,-1.25,-2,-1.5,-0.75,0.11,9,24.34,48.91,24.53,49.1,3.3,124,11
,,,,,,,,,,,,,,,,,,L1,5,B,1600,A,a3,r6,g4,t15,0,6,-2,61,4,0,0,0,5,-1,-1,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,56,-6.25,-4.5,-6.5,-0.25,-2,-0.88,10,24.07,47.16,23.92,47.01,41,119,102
,,,,,,,,,,,,,,,,,,L3,5,B,1600,A,a3,r6,g4,t15,-1,6,4,61,4,0,0,0,-1,0,0,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,176,-3,-4.75,-7.5,-4.5,-2.75,-1.85,10,23.35,44.6,23.2,44.45,256,119,317
,,,,,,,,,,,,,,,,,,L2,5,B,1600,A,a3,r6,g4,t15,0,6,-11,61,4,0,0,0,1,4,2,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,zc,84,-8,-4.5,-8.25,-0.25,-3.75,-1.29,6,23.75,46.56,23.83,46.64,0,119,96
,,,,,,,,,,,,,,,,,,L1,7,B,1600,A,a2,r4,g3,t13,0,-1,-1,7.3,1,0,0,0,0,1,-3,7,10,0,22.9,0,23.2,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,ss,71,-3.5,-5.25,-6.75,-3.25,-1.5,0.18,10,24.5,49.23,24.53,49.26,5.7,119,13
,,,,,,,,,,,,,,,,,,L2,7,B,1600,A,a2,r4,g3,t13,0,-1,-2,7.3,1,0,0,0,-1,0,3,5,10,0,22.9,0,23.2,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,zc,98,-3.5,-3.25,-2.75,0.75,0.5,0.32,3,23.05,46.44,23.02,46.41,0,119,5.9
,,,,,,,,,,,,,,,,,,L3,7,B,1600,A,a2,r4,g3,t13,0,-1,-2,7.3,1,0,0,0,0,0,0,5,10,0,22.9,0,23.2,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,ss,102,-2.25,-1.5,-4.25,-2,-2.75,-1.22,8,25.6,49.93,25.5,49.83,2.7,119,10
,,,,,,,,,,,,,,,,,,L2,7,B,1600,A,a4,r3,g5,t21,0,5,-1,13,8,0,0,0,1,0,-9,3,1,0,22.7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,zc,84,-1.25,-0.75,-14.5,-13.25,-13.75,-2.42,13,25.96,49.25,25.69,48.98,0,115,12
,,,,,,,,,,,,,,,,,,L3,7,B,1600,A,a4,r3,g5,t21,0,5,-8,13,8,0,0,0,0,0,-8,3,1,0,22.7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,gs,172,1.25,-0.25,-6.5,-7.75,-6.25,-0.97,12,25.99,50.54,25.32,49.87,0,115,9.1
,,,,,,,,,,,,,,,,,,L1,7,B,1600,A,a4,r3,g5,t21,0,5,-2,13,8,0,0,0,0,-1,-3,3,1,0,22.7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,ts,63,-2.25,-1,-4,-1.75,-3,-0.6,11,24.28,47.89,24.16,47.77,29,115,42
,,,,,,,,,,,,,,,,,,L1,6,B,1600,A,a3,r5,g5,t19,0,6,-2,58,2,0,10,22.6,0,3,3,11,0,0,0,0,0,23,0,FALSE,FALSE,FALSE,TRUE,FALSE,zc,67,-9.25,-8.75,-8.75,0.5,0,-1.72,4,24.11,46.4,23.96,46.25,0,116,63
,,,,,,,,,,,,,,,,,,L2,6,B,1600,A,a3,r5,g5,t19,0,6,-7,58,2,0,10,22.6,-1,0,4,11,0,0,0,0,0,23,0,FALSE,FALSE,FALSE,TRUE,FALSE,zc,98,-8.25,-8,-4.5,3.75,3.5,-0.2,4,23.82,47.09,23.3,46.57,111,116,169
,,,,,,,,,,,,,,,,,,L3,6,B,1600,A,a3,r5,g5,t19,0,6,-12,58,2,0,10,22.6,3,1,-6,7,0,0,0,0,0,23,0,FALSE,FALSE,FALSE,TRUE,FALSE,zc,140,-3.25,-2.5,-7,-3.75,-4.5,-0.3,12,23.67,47.26,23.59,47.18,213,116,271
